line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names
1821;duy;Dicamay Agta;Dicamay Agta language;;phi;Philippine;;;;Latn;
1822;duz;Duli;Duli language;;;;;;;Duli-Gey,Duli-Gewe
1823;dv;Dhivehi;Dhivehi language;;inc;Indo-Aryan;;;;Thaa;Divehi,Mahal,Mahl,Maldivian
1824;dva;Duau;Duau language;;poz-ocw;Western Oceanic;;;;;
1825;dwa;Diri;Diri language;;;;;;;
1826;dwr;Dawro;Dawro language;;;;;;;
1827;dwu;Dhuwal;Dhuwal language;;aus-yol;Yolngu;;;;Latn;Gumatj,Dual,Duala,Datiwuy,Wulamba,Liyagawumirr,Marrangu,Djampbarrpuyŋu,Gupapuyngu,Dhay'yi,Dayi,Dhalwangu
1828;dww;Dawawa;Dawawa language;;poz-ocw;Western Oceanic;;;;;
1829;dwy;Dhuwaya;Dhuwaya language;;aus-yol;Yolngu;;;;Latn;
1830;dya;Dyan;Dyan language;;;;;;;
1831;dyb;Dyaberdyaber;Dyaberdyaber language;;;;;;;
1832;dyd;Dyugun;Dyugun language;;;;;;;
1833;dyg;Villa Viciosa Agta;Villa Viciosa Agta language;;phi;Philippine;;;;Latn;
1834;dyi;Djimini;Djimini language;;;;;;;Djimini Senoufo,Jimini,Jinmini
1835;dym;Yanda Dogon;Yanda Dogon language;;qfa-dgn;Dogon;;;;Latn;Yanda,Yanda Dom,Yanda Dom Dogon
1836;dyn;Dyangadi;Dyangadi language;;aus-cww;Central New South Wales;;;;Latn;
1837;dyo;Jola-Fonyi;Jola-Fonyi language;;;;;;;Diola-Fogny,Jola,Joola,Diola
1838;dyu;Dyula;Dyula language;;dmn;Mande;;;;Latn;
1839;dyy;Dyaabugay;Dyaabugay language;;;;;;;
1840;dz;Dzongkha;Dzongkha language;;tbq;Tibeto-Burman;;;;Tibt;
1841;dza;Tunzu;Tunzu language;;nic-knj;Kainji;;;;;Duguza
1842;dzg;Dazaga;Dazaga language;;ssa-sah;Saharan;;;;;Daza,Dasaga
1843;dzl;Dzala;Dzala language;;tbq;Tibeto-Burman;;;;Tibt;Dzalakha,Dzalamat,Yangtsebikha
1844;dzn;Dzando;Dzando language;;;;;;;
1845;ebg;Ebughu;Ebughu language;;nic-bco;Benue-Congo;;;;Latn;
1846;ebk;Eastern Bontoc;Eastern Bontoc language;;;;;;;Eastern Bontok
1847;ebo;Teke-Ebo;Teke-Ebo language;;;;;;;
1848;ebr;Ebrié;Ebrié language;;alv-kwa;Kwa;;;;Latn;
1849;ebu;Embu;Embu language;;bnt;Bantu;;;;Latn;
1850;ecr;Eteocretan;Eteocretan language;;;;;;Grek;
1851;ecs;Ecuadorian Sign Language;Ecuadorian Sign Language;;sgn;sign;;;;;
1852;ecy;Eteocypriot;Eteocypriot language;;;;;;Cprt;
1853;ee;Ewe;Ewe language;;alv-von;Volta-Niger;;;;Latn;
1854;eee;E;E language;;qfa-mix;mixed;;;;Hani,Latn;Kjang E
1855;efa;Efai;Efai language;;;;;;;
1856;efe;Efe;Efe language;;;;;;;
1857;efi;Efik;Efik language;;nic-bco;Benue-Congo;;;;Latn;
1858;ega;Ega;Ega language;;;;;;;
1859;egl;Emilian;Emilian language;;roa;Romance;;;;Latn;Emiliano
1860;ego;Eggon;Eggon language;;;;;;;
1861;egx-dem;Demotic;Demotic language;;egx;Egyptian;;;exceptional;Latinx,Egyd;Demotic Egyptian,Enchorial
1862;egy;Egyptian;Egyptian language;;egx;Egyptian;;;;Latinx,Egyp,Egyd;Ancient Egyptian
1863;ehu;Ehueun;Ehueun language;;alv-edo;Edoid;;;;Latn;
1864;eip;Eipomek;Eipomek language;;ngf;Trans-New Guinea;;;;Latn;
1865;eit;Eitiep;Eitiep language;;qfa-tor;Torricelli;;;;Latn;
1866;eiv;Askopan;Askopan language;;;;;;;
1867;eja;Ejamat;Ejamat language;;;;;;;
1868;eka;Ekajuk;Ekajuk language;;nic-bod;Bantoid;;;;Latn;
1869;eke;Ekit;Ekit language;;;;;;;
1870;ekg;Ekari;Ekari language;;ngf;Trans-New Guinea;;;;Latn;
1871;eki;Eki;Eki language;;;;;;;
1872;ekl;Kolhe;Kolhe language;;;;;;;Kol,Kol (Bangladesh)
1873;ekm;Elip;Elip language;;nic-bod;Bantoid;;;;Latn;
1874;eko;Koti;Koti language;;bnt;Bantu;;;;Latn;
1875;ekp;Ekpeye;Ekpeye language;;alv-von;Volta-Niger;;;;Latn;
1876;ekr;Yace;Yace language;;;;;;;
1877;eky;Eastern Kayah;Eastern Kayah language;;kar;Karen;;;;Kali;
1878;el;Greek;Greek language;;grk;Hellenic;sortkey;;;Grek,Brai;Modern Greek,Neo-Hellenic
1879;ele;Elepi;Elepi language;;qfa-tor;Torricelli;;;;Latn;
1880;elh;El Hugeirat;El Hugeirat language;;;;;;;
1881;eli;Nding;Nding language;;;;;;;
1882;elk;Elkei;Elkei language;;qfa-tor;Torricelli;;;;Latn;
1883;elm;Eleme;Eleme language;;nic-bco;Benue-Congo;;;;Latn;
1884;elo;El Molo;El Molo language;;cus;Cushitic;;;;;
1885;elu;Elu;Elu language;;poz-aay;Admiralty Islands;;;;;
1886;elx;Elamite;Elamite language;;qfa-iso;isolate;;;;Xsux;
1887;ema;Emai;Emai language;;alv-edo;Edoid;;;;Latn;Aoma,Ora,Emai-Iuleha-Ora
1888;emb;Embaloh;Embaloh language;;;;;;;Maloh,Malo,Matoh,Mbaloh,Memaloh,Palin,Pari,Sangau,Sanggau,Kalis
1889;eme;Emerillon;Emerillon language;;tup-gua;Tupi-Guarani;;;;Latn;Emerilon,Emerion,Mereo,Melejo,Mereyo,Teco
1890;emg;Eastern Meohang;Eastern Meohang language;;;;;;;
1891;emi;Mussau-Emira;Mussau-Emira language;;poz-ocw;Western Oceanic;;;;Latn;
1892;emk;Eastern Maninkakan;Eastern Maninkakan language;;;;;;;
1893;emm;Mamulique;Mamulique language;;;;;;;
1894;emn;Eman;Eman language;;nic-bod;Bantoid;;;;Latn;
1895;emp;Northern Emberá;Northern Emberá language;;sai-chc;Chocoan;;;;Latn;
1896;ems;Alutiiq;Alutiiq language;;ypk;Yupik;;;;Latn;
1897;emu;Eastern Muria;Eastern Muria language;;dra;Dravidian;;;;;
1898;emw;Emplawas;Emplawas language;;;;;;;
1899;emx;Erromintxela;Erromintxela language;;;;;;;
1900;emy;Epigraphic Mayan;Epigraphic Mayan language;;myn;Mayan;;;;Maya;Classic Ch'olti'an,Ch'olti'
1901;en;English;English language;;gmw;West Germanic;sortkey;;;Latn,Brai,Shaw,Dsrt;Modern English,New English,Hawaiian Creole English,Hawai'ian Creole English,Hawaiian Creole,Hawai'ian Creole,Polari,Yinglish
1902;ena;Apali;Apali language;;;;;;;
1903;enb;Markweeta;Markweeta language;;sdv;Eastern Sudanic;;;;;
1904;enc;En;En language;;;;;;;
1905;end;Ende;Ende language;;plf;Central Malayo-Polynesian;;;;Latn;
1906;enf;Forest Enets;Forest Enets language;;;;;;;
1907;enh;Tundra Enets;Tundra Enets language;;;;;;;
1908;enl;Enlhet;Enlhet language;;;;;;;Lengua
1909;enm;Middle English;Middle English language;;gmw;West Germanic;;autodetect;;Latn;Medieval English,Mediaeval English
1910;enn;Engenni;Engenni language;;alv-edo;Edoid;;;;Latn;
1911;eno;Enggano;Enggano language;;poz;Malayo-Polynesian;;;;;
1912;enq;Enga;Enga language;;;;;;;
1913;enr;Emem;Emem language;;;;;;;
1914;enu;Enu;Enu language;;tbq-lol;Loloish;;;;;
1915;env;Enwan;Enwan language;;alv-edo;Edoid;;;;Latn;
1916;enw;Enwang;Enwang language;;nic-bco;Benue-Congo;;;;;Enwan
1917;enx;Enxet;Enxet language;;;;;;;Lengua
1918;eo;Esperanto;Esperanto language;;art;constructed;sortkey;;;Latn;
1919;eot;Eotile;Eotile language;;alv-kwa;Kwa;;;;Latn;Beti
1920;epi;Epie;Epie language;;alv-edo;Edoid;;;;Latn;
1921;era;Eravallan;Eravallan language;;dra;Dravidian;;;;;
1922;erg;Sie;Sie language;;;;;;;
1923;erh;Eruwa;Eruwa language;;alv-edo;Edoid;;;;Latn;
1924;eri;Ogea;Ogea language;;;;;;Latn;Erima
1925;erk;South Efate;South Efate language;;poz-vnc;North-Central Vanuatu;;;;Latn;Efate,Vate,Vaté
1926;ero;Horpa;Horpa language;;sit;Sino-Tibetan;;;;;Ergong,Danba,Stau,rTau,Rtau,Daofuhua,Bawang,Bopa,Dawu,Geshitsa,Geshiza,Geshizahua,Hor,Huo'er,Hórsók,Nyagrong-Minyag,Pawang,Rgu,Western rGyalrong,Western Gyarong,Western Jiarong,Xinlong-Muya
1927;err;Erre;Erre language;;;;;;;
1928;ers;Ersu;Ersu language;;sit-qia;Qiangic;;;;Latn;Duoxu,Erhsu
1929;ert;Eritai;Eritai language;;;;;;;
1930;erw;Erokwanas;Erokwanas language;;poz-hce;Halmahera-Cenderawasih;;;;;
1931;es;Spanish;Spanish language;;roa;Romance;sortkey;;;Latn,Brai;Castilian,Amazonian Spanish,Amazonic Spanish,Loreto-Ucayali Spanish
1932;ese;Ese Ejja;Ese Ejja language;;sai-tac;Tacanan;;;;;Tiatinagua
1933;esh;Eshtehardi;Eshtehardi language;;ira-wes;Western Iranian;;;;fa-Arab;
1934;esi;North Alaskan Inupiatun;North Alaskan Inupiatun language;;esx-inu;Inuit;;;;Latn;
1935;esk;Northwest Alaska Inupiatun;Northwest Alaska Inupiatun language;;esx-inu;Inuit;;;;;
1936;esl;Egyptian Sign Language;Egyptian Sign Language;;sgn;sign;;;;;
1937;esm;Esuma;Esuma language;;alv-kwa;Kwa;;;;Latn;
1938;esn;Salvadoran Sign Language;Salvadoran Sign Language;;sgn;sign;;;;;
1939;eso;Estonian Sign Language;Estonian Sign Language;;sgn;sign;;;;;
1940;esq;Esselen;Esselen language;;;;;;;
1941;ess;Central Siberian Yupik;Central Siberian Yupik language;;ypk;Yupik;;;;Cyrl;Central Siberian Yup'ik,St. Lawrence Yupik,St. Lawrence Yup'ik,St. Lawrence Eskimo,Siberian Yupik,Siberian Yup'ik,Siberian Yupik Eskimo,Siberian Yup'ik Eskimo,St. Lawrence Island Eskimo,St. Lawrence Island Yupik,St. Lawrence Island Yup'ik
1942;esu;Yup'ik;Yup'ik language;;ypk;Yupik;;;;Latn;
1943;esx-esk-pro;Proto-Eskimo;Proto-Eskimo language;reconstructed;esx-esk;Eskimo;;;exceptional;Latinx;
1944;esx-inu-pro;Proto-Inuit;Proto-Inuit language;reconstructed;esx-inu;Inuit;;;exceptional;Latinx;
1945;esx-pro;Proto-Eskimo-Aleut;Proto-Eskimo-Aleut language;reconstructed;esx;Eskimo-Aleut;;;exceptional;Latinx;
1946;esy;Eskayan;Eskayan language;;art;constructed;;;;Latn;
1947;et;Estonian;Estonian language;;fiu-fin;Finnic;;;;Latn;
1948;etb;Etebi;Etebi language;;;;;;;
1949;etc;Etchemin;Etchemin language;;alg;Algonquian;;;;Latn;
1950;eth;Ethiopian Sign Language;Ethiopian Sign Language;;sgn;sign;;;;;
1951;etn;Eton (Vanuatu);Eton (Vanuatu) language;;poz-oce;Oceanic;;;;;Eton
1952;eto;Eton (Cameroon);Eton (Cameroon) language;;bnt;Bantu;;;;Latn;Eton
1953;etr;Edolo;Edolo language;;;;;;;
1954;ets;Yekhee;Yekhee language;;alv-edo;Edoid;;;;Latn;Afenmai,Afemai,Etsako
1955;ett;Etruscan;Etruscan language;;qfa-tyn;Tyrsenian;;;;Ital;
1956;etu;Ejagham;Ejagham language;;nic-bod;Bantoid;;;;Latn;
1957;etx;Eten;Eten language;;;;;;;
1958;etz;Semimi;Semimi language;;;;;;;
1959;eu;Basque;Basque language;;euq;Vasconic;;;;Latn;Euskara
1960;euq-pro;Proto-Basque;Proto-Basque language;reconstructed;euq;Vasconic;;;exceptional;Latinx;Proto-Vasconic
1961;eve;Even;Even language;;tuw;Tungusic;;autodetect;;;
1962;evh;Uvbie;Uvbie language;;alv-edo;Edoid;;;;Latn;
1963;evn;Evenki;Evenki language;;tuw;Tungusic;;autodetect;;Cyrl;
1964;ewo;Ewondo;Ewondo language;;bnt;Bantu;;;;Latn;
1965;ext;Extremaduran;Extremaduran language;;roa;Romance;;;;Latn;
1966;eya;Eyak;Eyak language;;xnd;Na-Dene;;;;;
1967;eyo;Keiyo;Keiyo language;;sdv;Eastern Sudanic;;;;;
1968;eza;Ezaa;Ezaa language;;alv-von;Volta-Niger;;;;;Ezza,Eza
1969;eze;Uzekwe;Uzekwe language;;nic-bco;Benue-Congo;;;;Latn;
1970;fa;Persian;Persian language;;ira-wes;Western Iranian;;autodetect;;fa-Arab;Farsi,New Persian,Modern Persian,Western Persian,Iranian Persian,Eastern Persian,Dari,Aimaq,Aimak,Aymaq,Eimak
1971;faa;Fasu;Fasu language;;;;;;Latn;Namumi,Namome,Namo Me,Kaipu,Kaibu,Some
1972;fab;Annobonese;Annobonese language;;crp;creole or pidgin;;;;Latn;Fa d'Ambu
1973;fad;Wagi;Wagi language;;ngf;Trans-New Guinea;;;;Latn;
1974;faf;Fagani;Fagani language;;poz-sls;Southeast Solomonic;;;;Latn;Faghani
1975;fag;Finongan;Finongan language;;ngf-fin;Finisterre;;;;Latn;
1976;fah;Baissa Fali;Baissa Fali language;;;;;;;
1977;fai;Faiwol;Faiwol language;;;;;;;
1978;faj;Faita;Faita language;;;;;;;
1979;fak;Fang (Cameroon);Fang (Cameroon) language;;nic-bod;Bantoid;;;;Latn;Fang
1980;fal;South Fali;South Fali language;;;;;;;
1981;fam;Fam;Fam language;;nic-bod;Bantoid;;;;Latn;
1982;fan;Fang (Guinea);Fang (Guinea) language;;bnt;Bantu;;;;Latn;Pahouin,Fang (Equatorial Guinea),Fang
1983;fap;Palor;Palor language;;;;;;;
1984;far;Fataleka;Fataleka language;;poz-sls;Southeast Solomonic;;;;Latn;
1985;fau;Fayu;Fayu language;;paa-lkp;Lakes Plain;;;;Latn;
1986;fax;Fala;Fala language;;roa;Romance;;;;Latn;
1987;fay;Southwestern Fars;Southwestern Fars language;;;;;;;
1988;faz;Northwestern Fars;Northwestern Fars language;;ira;Iranian;;;;;
1989;fbl;West Albay Bikol;West Albay Bikol language;;;;;;;
1990;fcs;Quebec Sign Language;Quebec Sign Language;;sgn;sign;;;;;
1991;fer;Feroge;Feroge language;;;;;;;
1992;ff;Fula;Fula language;;alv-sng;Senegambian;;;;Latn;Adamawa Fulfulde,Bagirmi Fulfulde,Borgu Fulfulde,Central-Eastern Niger Fulfulde,Fulani,Fulfulde,Maasina Fulfulde,Nigerian Fulfulde,Pular,Pulaar,Western Niger Fulfulde
1993;ffi;Foia Foia;Foia Foia language;;;;;;;
1994;fgr;Fongoro;Fongoro language;;;;;;;
1995;fi;Finnish;Finnish language;;fiu-fin;Finnic;sortkey;autodetect;;Latn;Suomi,Botnian
1996;fia;Nobiin;Nobiin language;;nub;Nubian;;;;Latn;
1997;fie;Fyer;Fyer language;;cdc-wst;West Chadic;;;;Latn;
1998;fip;Fipa;Fipa language;;bnt;Bantu;;;;Latn;
1999;fir;Firan;Firan language;;;;;;;
2000;fit;Meänkieli;Meänkieli language;;fiu-fin;Finnic;;;;Latn;
2001;fiu-fin-pro;Proto-Finnic;Proto-Finnic language;reconstructed;fiu-fin;Finnic;;;exceptional;Latn;
2002;fiw;Fiwaga;Fiwaga language;;;;;;;
2003;fj;Fijian;Fijian language;;poz-occ;Central-Eastern Oceanic;;;;Latn;
2004;fkk;Kirya-Konzel;Kirya-Konzel language;;cdc-cbm;Central Chadic;;;;Latn;Kirya-Konzəl
2005;fkv;Kven;Kven language;;fiu-fin;Finnic;;;;Latn;
2006;fla;Montana Salish;Montana Salish language;;sal;Salishan;;;;Latn;Flathead,Salish,Séliš,Kalispel-Pend d'oreille,Kalispel
2007;flh;Foau;Foau language;;paa-lkp;Lakes Plain;;;;Latn;
2008;fli;Fali;Fali language;;;;;;;
2009;fll;North Fali;North Fali language;;;;;;;
2010;fln;Flinders Island;Flinders Island language;;aus-pmn;Paman;;;;Latn;Yalgawarra,Wurima,Mutumui
2011;flr;Fuliiru;Fuliiru language;;;;;;;
2012;fly;Tsotsitaal;Tsotsitaal language;;;;;;;Flaaitaal
2013;fmp;Fe'fe';Fe'fe' language;;bai;Bamileke;;;;Latn;
2014;fmu;Far Western Muria;Far Western Muria language;;dra;Dravidian;;;;;
2015;fng;Fanagalo;Fanagalo language;;crp;creole or pidgin;;;;Latn;
2016;fni;Fania;Fania language;;;;;;;
2017;fo;Faroese;Faroese language;;gmq;North Germanic;;;;Latn;
2018;fod;Foodo;Foodo language;;;;;;;
2019;foi;Foi;Foi language;;;;;;Latn;
2020;fom;Foma;Foma language;;bnt;Bantu;;;;Latn;
2021;fon;Fon;Fon language;;alv-kwa;Kwa;;;;Latn;
2022;for;Fore;Fore language;;paa-kag;Kainantu-Goroka;;;;Latn;
2023;fos;Siraya;Siraya language;;map;Austronesian;;;;Latn;
2024;fpe;Pichinglis;Pichinglis language;;crp;creole or pidgin;;;;Latn;
2025;fqs;Fas;Fas language;;;;;;;
2026;fr;French;French language;;roa-oil;Oïl;sortkey;;;Latn,Brai;Modern French
2027;frd;Fordata;Fordata language;;poz;Malayo-Polynesian;;;;;
2028;frk;Frankish;Frankish language;;gmw;West Germanic;;;;Latn,Runr;Old Frankish
2029;frm;Middle French;Middle French language;;roa-oil;Oïl;sortkey;;;Latn;
2030;fro;Old French;Old French language;;roa;Romance;sortkey;;;Latn,Hebr;Judeo-French,Zarphatic
2031;frp;Franco-Provençal;Franco-Provençal language;;roa;Romance;sortkey;;;Latn;Arpetan,Arpitan
2032;frq;Forak;Forak language;;ngf-fin;Finisterre;;;;Latn;
2033;frr;North Frisian;North Frisian language;;gmw-fri;Frisian;;;;Latn;
2034;frt;Fortsenal;Fortsenal language;;poz-vnc;North-Central Vanuatu;;;;;
2035;fse;Finnish Sign Language;Finnish Sign Language;;sgn;sign;;;;;
2036;fsl;French Sign Language;French Sign Language;;sgn-fsl;French Sign Languages;;;;;
2037;fss;Finnish-Swedish Sign Language;Finnish-Swedish Sign Language;;sgn;sign;;;;;
2038;fud;East Futuna;East Futuna language;;poz-pol;Polynesian;;;;Latn;Futunan,Futunian,Futuna
2039;fuj;Ko;Ko language;;;;;;;
2040;fum;Fum;Fum language;;nic-bod;Bantoid;;;;Latn;
2041;fun;Fulniô;Fulniô language;;qfa-iso;isolate;;;;;
2042;fur;Friulian;Friulian language;;roa;Romance;;;;Latn;
2043;fut;Futuna-Aniwa;Futuna-Aniwa language;;poz-pol;Polynesian;;;;Latn;
2044;fuu;Furu;Furu language;;;;;;;
2045;fuy;Fuyug;Fuyug language;;;;;;;
2046;fvr;Fur;Fur language;;;;;;;
2047;fwa;Fwâi;Fwâi language;;poz-cln;New Caledonian;;;;Latn;
2048;fwe;Fwe;Fwe language;;;;;;;
2049;fy;West Frisian;West Frisian language;;gmw-fri;Frisian;;;;Latn;Western Frisian,Frisian
2050;ga;Irish;Irish language;;cel-gae;Goidelic;sortkey;;;Latn;Irish Gaelic
2051;gaa;Ga;Ga language;;alv-kwa;Kwa;;;;Latn;
2052;gab;Gabri;Gabri language;;cdc;Chadic;;;;Latn;Gabri,Southern Gabri
2053;gac;Mixed Great Andamanese;Mixed Great Andamanese language;;qfa-adm;Andamanese;;;;Latn;Great Andamanese creole,Great Andamanese
2054;gad;Gaddang;Gaddang language;;phi;Philippine;;;;Latn;Cagayan
2055;gae;Warekena;Warekena language;;awd-nwk;Nawiki;;;;Latn;Guarequena,Arekena
2056;gaf;Gende;Gende language;;ngf;Trans-New Guinea;;;;Latn;Gendeka,Gene
2057;gag;Gagauz;Gagauz language;;trk-ogz;Oghuz;;;;Latn,Cyrl;
2058;gah;Alekano;Alekano language;;paa-kag;Kainantu-Goroka;;;;Latn;Gahuku
2059;gai;Borei;Borei language;;paa;Papuan;;;;Latn;
2060;gaj;Gadsup;Gadsup language;;paa-kag;Kainantu-Goroka;;;;Latn;
2061;gak;Gamkonora;Gamkonora language;;;;;;;
2062;gal;Galoli;Galoli language;;;;;;;Galolen,Talur
2063;gam;Kandawo;Kandawo language;;;;;;;
2064;gan;Gan;Gan language;;zhx;Sinitic;;;;Hani;
2065;gao;Gants;Gants language;;;;;;;
2066;gap;Gal;Gal language;;;;;;;
2067;gaq;Gata';Gata' language;;mun;Munda;;;;;
2068;gar;Galeya;Galeya language;;poz-ocw;Western Oceanic;;;;Latn;
2069;gas;Adiwasi Garasia;Adiwasi Garasia language;;inc;Indo-Aryan;;;;;
2070;gat;Kenati;Kenati language;;;;;;;
2071;gau;Kondekor;Kondekor language;;dra;Dravidian;;;;;Gadaba,San Gadaba,Gadba,Sano,Kondekar,Kondkor,Konḍekor Gadaba,Mudhili Gadaba
2072;gaw;Nobonob;Nobonob language;;paa;Papuan;;;;Latn;Garuh,Nobanob,Nobnob
2073;gay;Gayo;Gayo language;;poz-nws;Northwest Sumatran;;;;Latn;
2074;gba;Gbaya;Gbaya language;;alv-sav;Savanna;;;;Latn;
2075;gbb;Kaytetye;Kaytetye language;;aus-rnd;Arandic;;;;Latn;
2076;gbd;Karadjeri;Karadjeri language;;aus-pam;Pama-Nyungan;;;;;Garadjari,Karajarri
2077;gbe;Niksek;Niksek language;;paa;Papuan;;;;Latn;
2078;gbf;Gaikundi;Gaikundi language;;paa;Papuan;;;;Latn;
2079;gbg;Gbanziri;Gbanziri language;;nic-ubg;Ubangian;;;;;Banziri,Gbandere,Gbanzili
2080;gbh;Defi Gbe;Defi Gbe language;;;;;;;
2081;gbi;Galela;Galela language;;;;;;;
2082;gbj;Bodo Gadaba;Bodo Gadaba language;;mun;Munda;;;;;Gutob
2083;gbk;Gaddi;Gaddi language;;;;;;;
2084;gbl;Gamit;Gamit language;;inc;Indo-Aryan;;;;;
2085;gbm;Garhwali;Garhwali language;;inc;Indo-Aryan;;;;;
2086;gbn;Mo'da;Mo'da language;;;;;;;
2087;gbo;Northern Grebo;Northern Grebo language;;;;;;;
2088;gbp;Gbaya-Bossangoa;Gbaya-Bossangoa language;;alv-sav;Savanna;;;;Latn;Bossangoa,Gbaya of Bossangoa
2089;gbq;Gbaya-Bozoum;Gbaya-Bozoum language;;alv-sav;Savanna;;;;Latn;Bozom,Gbaya of Bozom,Gbaya-Bozom
2090;gbr;Gbagyi;Gbagyi language;;;;;;;
2091;gbs;Gbesi Gbe;Gbesi Gbe language;;;;;;Latn;
2092;gbu;Gagadu;Gagadu language;;;;;;;
2093;gbv;Gbanu;Gbanu language;;;;;;;
2094;gbw;Gabi;Gabi language;;aus-pam;Pama-Nyungan;;;;Latn;Gabi-Gabi,Gabi Gabi,Gubbi-Gubbi,Gubbi Gubbi
2095;gbx;Eastern Xwla Gbe;Eastern Xwla Gbe language;;;;;;;
2096;gby;Gbari;Gbari language;;;;;;;
2097;gbz;Zoroastrian Dari;Zoroastrian Dari language;;ira;Iranian;;;;Latn;Behdināni,Gabri,Gavrŭni,Gabrōni
2098;gcc;Mali;Mali language;;;;;;;
2099;gcd;Ganggalida;Ganggalida language;;;;;;;
2100;gce;Galice;Galice language;;ath-pco;Pacific Coast Athabaskan;;;;Latn;
2101;gcf;Antillean Creole;Antillean Creole language;;crp;creole or pidgin;;;;Latn;Antillean Creole French,Guadeloupean Creole,Guadeloupean Creole French,Saint Lucian Creole,Saint Lucian Creole French
2102;gcl;Grenadian Creole English;Grenadian Creole English language;;crp;creole or pidgin;;;;Latn;
2103;gcn;Gaina;Gaina language;;;;;;;
2104;gcr;Guianese Creole;Guianese Creole language;;;;;;;
2105;gct;Colonia Tovar German;Colonia Tovar German language;;gmw;West Germanic;;;;Latn;Alemán Coloniero
2106;gd;Scottish Gaelic;Scottish Gaelic language;;cel-gae;Goidelic;sortkey;;;Latn;Gàidhlig,Highland Gaelic,Scots Gaelic,Scottish
2107;gdb;Ollari;Ollari language;;dra;Dravidian;;;;;Pottangi Ollar Gadaba,Ollar Gadaba,Ollaro,Hallari,Allar,Hollar Gadbas
2108;gdc;Gugu Badhun;Gugu Badhun language;;;;;;;
2109;gdd;Gedaged;Gedaged language;;poz-ocw;Western Oceanic;;;;Latn;
2110;gde;Gude;Gude language;;cdc-cbm;Central Chadic;;;;Latn;
2111;gdf;Guduf-Gava;Guduf-Gava language;;cdc-cbm;Central Chadic;;;;Latn;
2112;gdg;Ga'dang;Ga'dang language;;;;;;;
2113;gdh;Gadjerawang;Gadjerawang language;;;;;;;
2114;gdi;Gundi;Gundi language;;nic-ubg;Ubangian;;;;Latn;
2115;gdj;Kurtjar;Kurtjar language;;aus-pmn;Paman;;;;Latn;Gurdjar,Kunggara
2116;gdk;Gadang;Gadang language;;cdc-est;East Chadic;;;;Latn;
2117;gdl;Dirasha;Dirasha language;;cus;Cushitic;;;;;
2118;gdm;Laal;Laal language;;;;;;Latn;
2119;gdn;Umanakaina;Umanakaina language;;;;;;;
2120;gdo;Godoberi;Godoberi language;;cau-ava;Avaro-Andian;;;;Cyrl;Ghodoberi
2121;gdq;Mehri;Mehri language;;sem-sar;South Arabian;;;;Arab;Mahri
2122;gdr;Wipi;Wipi language;;;;;;;
2123;gds;Ghandruk Sign Language;Ghandruk Sign Language;;sgn;sign;;;;;
2124;gdt;Kungardutyi;Kungardutyi language;;;;;;;
2125;gdu;Gudu;Gudu language;;;;;;;
2126;gdx;Godwari;Godwari language;;;;;;;
2127;gea;Geruma;Geruma language;;cdc-wst;West Chadic;;;;Latn;
2128;geb;Kire;Kire language;;paa;Papuan;;;;Latn;
2129;gec;Gboloo Grebo;Gboloo Grebo language;;;;;;;
2130;ged;Gade;Gade language;;;;;;;
2131;geg;Gengle;Gengle language;;;;;;;
2132;geh;Hutterisch;Hutterisch language;;gmw;West Germanic;;;;Latn;Hutterite German,Tirolean
2133;gei;Gebe;Gebe language;;poz-hce;Halmahera-Cenderawasih;;;;;
2134;gej;Gen;Gen language;;;;;;;
2135;gek;Gerka;Gerka language;;cdc-wst;West Chadic;;;;Latn;Yiwom
2136;gel;Fakkanci;Fakkanci language;;nic-knj;Kainji;;;;;Kag-Fer-Jiir-Koor-Ror-Us-Zuksun,ut-Ma'in,Fakai,Kag,Puku,Fakanchi,Et-Kag,Jiir,Gelanchi,Et-Jiir,Kur,Kere,Kar,Keri-Ni,Kelli-Ni,Kelanchi,Kelinci,Zuksun,Zussun,Et-Zuksun,Ror,Et-Maror,Tudanchi,Er-Gwar,Fer,Fere,Et-Fer,Wipsi-Ni,Kukum,Us,Et-Us,Koor,Kulu
2137;gem-bur;Burgundian;Burgundian language;;gem;Germanic;;;exceptional;Latn;Burgundish,Burgundic
2138;gem-pro;Proto-Germanic;Proto-Germanic language;reconstructed;gem;Germanic;sortkey;;exceptional;Latinx;Common Germanic
2139;geq;Geme;Geme language;;znd;Zande;;;;;
2140;ges;Geser-Gorom;Geser-Gorom language;;plf;Central Malayo-Polynesian;;;;;
2141;gev;Viya;Viya language;;;;;;;Eviya
2142;gew;Gera;Gera language;;cdc-wst;West Chadic;;;;Latn;
2143;gex;Garre;Garre language;;cus;Cushitic;;;;;
2144;gey;Enya;Enya language;;;;;;;
2145;gez;Ge'ez;Ge'ez language;;sem-eth;Ethiopian Semitic;;;;Ethi;Ethiopic,Gi'iz
2146;gfk;Patpatar;Patpatar language;;poz-ocw;Western Oceanic;;;;Latn;
2147;gft;Gafat;Gafat language;;sem-eth;Ethiopian Semitic;;;;;
2148;gga;Gao;Gao language;;poz-ocw;Western Oceanic;;;;;
2149;ggb;Gbii;Gbii language;;;;;;;
2150;ggd;Gugadj;Gugadj language;;;;;;;
2151;gge;Guragone;Guragone language;;aus-arn;Arnhem;;;;Latn;
