line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names
7011;usu;Uya;Uya language;;;;;;;
7012;uta;Otank;Otank language;;nic-bod;Bantoid;;;;Latn;
7013;ute;Ute;Ute language;;azc-num;Numic;;;;Latn;Southern Paiute,Colorado River Numic,Chemehuevi
7014;utp;Aba;Aba language;;poz-oce;Oceanic;;;;Latn;Amba,Nebao,Nembao
7015;utr;Etulo;Etulo language;;alv-von;Volta-Niger;;;;Latn;
7016;utu;Utu;Utu language;;;;;;;
7017;uum;Urum;Urum language;;trk;Turkic;;;;Cyrl;
7018;uun;Kulon-Pazeh;Kulon-Pazeh language;;map;Austronesian;;;;Latn;Pazeh,Pazih,Kulun,Kulon
7019;uur;Ura (Vanuatu);Ura (Vanuatu) language;;poz-oce;Oceanic;;;;Latn;
7020;uuu;U;U language;;aav;Austro-Asiatic;;;;;P'uman
7021;uve;West Uvean;West Uvean language;;poz-pol;Polynesian;;;;Latn;Uvean,Faga Ouvéa,Fagauvea
7022;uvh;Uri;Uri language;;ngf-fin;Finisterre;;;;Latn;
7023;uvl;Lote;Lote language;;poz-ocw;Western Oceanic;;;;Latn;
7024;uwa;Kuku-Uwanh;Kuku-Uwanh language;;;;;;;
7025;uya;Doko-Uyanga;Doko-Uyanga language;;nic-bco;Benue-Congo;;;;Latn;
7026;uz;Uzbek;Uzbek language;;trk;Turkic;;;;Latn,Cyrl,fa-Arab;Northern Uzbek,Southern Uzbek
7027;vaa;Vaagri Booli;Vaagri Booli language;;;;;;;
7028;vae;Vale;Vale language;;;;;;;
7029;vaf;Vafsi;Vafsi language;;;;;;;
7030;vag;Vagla;Vagla language;;;;;;;
7031;vah;Varhadi-Nagpuri;Varhadi-Nagpuri language;;;;;;;
7032;vai;Vai;Vai language;;dmn;Mande;;;;Vaii;Gallinas,Vy
7033;vaj;Sekele;Sekele language;;;;;;;Sekela,Vasekele,Vasekela,Vasekela Bushman,ǃ'OǃKung
7034;val;Vehes;Vehes language;;;;;;;
7035;vam;Vanimo;Vanimo language;;;;;;;
7036;van;Valman;Valman language;;qfa-tor;Torricelli;;;;;
7037;vao;Vao;Vao language;;poz-vnc;North-Central Vanuatu;;;;;
7038;vap;Vaiphei;Vaiphei language;;tbq-kuk;Kukish;;;;;
7039;var;Huarijio;Huarijio language;;azc-trc;Taracahitic;;;;Latn;Guarijío,Varihío,Warihío
7040;vas;Vasavi;Vasavi language;;;;;;;
7041;vau;Vanuma;Vanuma language;;;;;;;
7042;vav;Varli;Varli language;;;;;;;
7043;vay;Vayu;Vayu language;;;;;;;
7044;vbb;Southeast Babar;Southeast Babar language;;;;;;;
7045;vbk;Southwestern Bontoc;Southwestern Bontoc language;;;;;;Latn;Southwestern Bontok
7046;ve;Venda;Venda language;;bnt;Bantu;;;;Latn;
7047;vec;Venetian;Venetian language;;roa;Romance;;;;Latn;
7048;ved;Veddah;Veddah language;;;;;;;
7049;vem;Vemgo-Mabas;Vemgo-Mabas language;;;;;;;
7050;veo;Ventureño;Ventureño language;;nai-chu;Chumashan;;;;Latn;
7051;vep;Veps;Veps language;;fiu-fin;Finnic;;;;Latn;
7052;ver;Mom Jango;Mom Jango language;;;;;;;
7053;vgr;Vaghri;Vaghri language;;;;;;;
7054;vgt;Flemish Sign Language;Flemish Sign Language;;sgn;sign;;;;;
7055;vi;Vietnamese;Vietnamese language;;mkh-vie;Vietic;;;;Latn,Hani;Annamese,Annamite
7056;vic;Virgin Islands Creole;Virgin Islands Creole language;;;;;;Latn;
7057;vid;Vidunda;Vidunda language;;;;;;;
7058;vif;Vili;Vili language;;;;;;;
7059;vig;Viemo;Viemo language;;;;;;;
7060;vil;Vilela;Vilela language;;;;;;;
7061;vis;Vishavan;Vishavan language;;dra;Dravidian;;;;;
7062;vit;Viti;Viti language;;;;;;;
7063;viv;Iduna;Iduna language;;poz-ocw;Western Oceanic;;;;;
7064;vka;Kariyarra;Kariyarra language;;aus-nga;Ngayarda;;;;Latn;
7065;vki;Ija-Zuba;Ija-Zuba language;;;;;;;
7066;vkj;Kujarge;Kujarge language;;;;;;;
7067;vkk;Kaur;Kaur language;;;;;;;
7068;vkl;Kulisusu;Kulisusu language;;;;;;;
7069;vkm;Kamakan;Kamakan language;;sai-mje;Macro-Jê;;;;Latn;Kamakã,Ezeshio,Kotoxó,Kotoxo,Mongoyó,Mangaló
7070;vko;Kodeoha;Kodeoha language;;;;;;;
7071;vkp;Korlai Creole Portuguese;Korlai Creole Portuguese language;;;;;;Latn;
7072;vkt;Tenggarong Kutai Malay;Tenggarong Kutai Malay language;;;;;;;
7073;vku;Kurrama;Kurrama language;;aus-nga;Ngayarda;;;;Latn;
7074;vlp;Valpei;Valpei language;;poz-vnc;North-Central Vanuatu;;;;;
7075;vls;West Flemish;West Flemish language;;gmw;West Germanic;;;;Latn;
7076;vma;Martuthunira;Martuthunira language;;aus-nga;Ngayarda;;;;Latn;
7077;vmb;Mbabaram;Mbabaram language;;aus-pam;Pama-Nyungan;;;;Latn;
7078;vmc;Juxtlahuaca Mixtec;Juxtlahuaca Mixtec language;;omq-mix;Mixtecan;;;;Latn;
7079;vmd;Mudu Koraga;Mudu Koraga language;;dra;Dravidian;;;;Knda;
7080;vme;East Masela;East Masela language;;;;;;;
7081;vmg;Minigir;Minigir language;;poz-ocw;Western Oceanic;;;;Latn;Lungalunga
7082;vmh;Maraghei;Maraghei language;;;;;;;
7083;vmi;Miwa;Miwa language;;;;;;;
7084;vmj;Ixtayutla Mixtec;Ixtayutla Mixtec language;;omq-mix;Mixtecan;;;;Latn;
7085;vmk;Makhuwa-Shirima;Makhuwa-Shirima language;;bnt;Bantu;;;;Latn;
7086;vml;Malgana;Malgana language;;aus-psw;Southwest Pama-Nyungan;;;;Latn;
7087;vmm;Mitlatongo Mixtec;Mitlatongo Mixtec language;;omq-mix;Mixtecan;;;;Latn;
7088;vmp;Soyaltepec Mazatec;Soyaltepec Mazatec language;;;;;;Latn;
7089;vmq;Soyaltepec Mixtec;Soyaltepec Mixtec language;;omq-mix;Mixtecan;;;;Latn;
7090;vmr;Marenje;Marenje language;;;;;;;
7091;vmu;Muluridyi;Muluridyi language;;;;;;;
7092;vmv;Valley Maidu;Valley Maidu language;;nai-mdu;Maiduan;;;;Latn;
7093;vmw;Makhuwa;Makhuwa language;;bnt;Bantu;;;;Latn;
7094;vmx;Tamazola Mixtec;Tamazola Mixtec language;;omq-mix;Mixtecan;;;;Latn;
7095;vmy;Ayautla Mazatec;Ayautla Mazatec language;;;;;;Latn;
7096;vmz;Mazatlán Mazatec;Mazatlán Mazatec language;;omq-maz;Mazatecan;;;;Latn;
7097;vnk;Lovono;Lovono language;;poz-oce;Oceanic;;;;;
7098;vnm;Neve'ei;Neve'ei language;;poz-vnc;North-Central Vanuatu;;;;;
7099;vnp;Vunapu;Vunapu language;;poz-vnc;North-Central Vanuatu;;;;;
7100;vo;Volapük;Volapük language;;art;constructed;;;;Latn;
7101;vor;Voro;Voro language;;;;;;;
7102;vot;Votic;Votic language;;fiu-fin;Finnic;;;;Latn;
7103;vra;Vera'a;Vera'a language;;;;;;Latn;
7104;vro;Võro;Võro language;;fiu-fin;Finnic;;;;Latn;
7105;vrs;Varisi;Varisi language;;poz-ocw;Western Oceanic;;;;;
7106;vrt;Banam Bay;Banam Bay language;;poz-vnc;North-Central Vanuatu;;;;;
7107;vsi;Moldova Sign Language;Moldova Sign Language;;sgn;sign;;;;;
7108;vsl;Venezuelan Sign Language;Venezuelan Sign Language;;sgn;sign;;;;;
7109;vsv;Valencian Sign Language;Valencian Sign Language;;sgn;sign;;;;;
7110;vto;Vitou;Vitou language;;;;;;;
7111;vum;Vumbu;Vumbu language;;;;;;;
7112;vun;Vunjo;Vunjo language;;bnt;Bantu;;;;Latn;KiVunjo,Wunjo,Chaga,KiVunjo Chaga,Central Kilimanjaro,Central Chaga
7113;vut;Vute;Vute language;;nic-bod;Bantoid;;;;Latn;
7114;vwa;Awa (China);Awa (China) language;;;;;;;Awa,Ava,Va
7115;wa;Walloon;Walloon language;;roa-oil;Oïl;sortkey;;;Latn;Liégeois,Namurois,Wallo-Picard,Wallo-Lorrain
7116;waa;Walla Walla;Walla Walla language;;nai-shp;Sahaptian;;;;Latn;
7117;wab;Wab;Wab language;;poz-ocw;Western Oceanic;;;;Latn;
7118;wac;Wasco-Wishram;Wasco-Wishram language;;nai-ckn;Chinookan;;;;Latn;
7119;wad;Wandamen;Wandamen language;;poz-hce;Halmahera-Cenderawasih;;;;Latn;
7120;waf;Wakoná;Wakoná language;;;;;;;Wakona
7121;wag;Wa'ema;Wa'ema language;;poz-ocw;Western Oceanic;;;;Latn;
7122;wah;Watubela;Watubela language;;plf;Central Malayo-Polynesian;;;;Latn;
7123;wai;Wares;Wares language;;paa;Papuan;;;;Latn;
7124;waj;Waffa;Waffa language;;paa-kag;Kainantu-Goroka;;;;Latn;
7125;wal;Wolaytta;Wolaytta language;;;;;;;Walamo,Wolayta,Wolaitta,Wolaita,Welayta
7126;wam;Massachusett;Massachusett language;;alg;Algonquian;;;;Latn;Wampanoag
7127;wan;Wan;Wan language;;;;;;;
7128;wao;Wappo;Wappo language;;;;;;;
7129;wap;Wapishana;Wapishana language;;awd;Arawakan;;;;Latn;
7130;waq;Wageman;Wageman language;;aus-gun;Gunwinyguan;;;;Latn;Wagiman,Wakiman,Wogeman
7131;war;Waray-Waray;Waray-Waray language;;phi;Philippine;;;;Latn;Waray,Winaray,Samar-Leyte
7132;was;Washo;Washo language;;;;;;;
7133;wat;Kaninuwa;Kaninuwa language;;poz-ocw;Western Oceanic;;;;Latn;
7134;wau;Wauja;Wauja language;;awd;Arawakan;;;;Latn;Waura,Waurá,Uaura
7135;wav;Waka;Waka language;;;;;;;
7136;waw;Waiwai;Waiwai language;;sai-car;Cariban;;;;Latn;Wai Wai,Uaiuai,Uaieue,Ouayeone,Katawian,Karahawyana
7137;wax;Watam;Watam language;;paa;Papuan;;;;Latn;Marangis
7138;way;Wayana;Wayana language;;sai-car;Cariban;;;;Latn;
7139;waz;Wampur;Wampur language;;poz-ocw;Western Oceanic;;;;Latn;
7140;wba;Warao;Warao language;;qfa-iso;isolate;;;;Latn;
7141;wbb;Wabo;Wabo language;;poz-hce;Halmahera-Cenderawasih;;;;Latn;
7142;wbe;Waritai;Waritai language;;paa-lkp;Lakes Plain;;;;Latn;
7143;wbf;Wara;Wara language;;;;;;;
7144;wbh;Wanda;Wanda language;;;;;;;
7145;wbi;Wanji;Wanji language;;;;;;;
7146;wbj;Alagwa;Alagwa language;;cus;Cushitic;;;;;
7147;wbk;Waigali;Waigali language;;iir-nur;Nuristani;;;;;
7148;wbl;Wakhi;Wakhi language;;ira-eas;Eastern Iranian;;;;Cyrl,Latn,Arab;
7149;wbm;Wa;Wa language;;aav;Austro-Asiatic;;;;;Va
7150;wbp;Warlpiri;Warlpiri language;;aus-pam;Pama-Nyungan;;;;Latn;
7151;wbq;Waddar;Waddar language;;dra;Dravidian;;;;;
7152;wbr;Wagdi;Wagdi language;;;;;;;
7153;wbt;Wanman;Wanman language;;;;;;;
7154;wbv;Wajarri;Wajarri language;;aus-psw;Southwest Pama-Nyungan;;;;Latn;
7155;wbw;Woi;Woi language;;poz-hce;Halmahera-Cenderawasih;;;;Latn;
7156;wca;Yanomámi;Yanomámi language;;;;;;;
7157;wci;Waci Gbe;Waci Gbe language;;;;;;;
7158;wdd;Wandji;Wandji language;;;;;;;
7159;wdg;Wadaginam;Wadaginam language;;;;;;;
7160;wdj;Wadjiginy;Wadjiginy language;;;;;;;Wagaydy,Wadyiginy,Wogaity,Patjtjamalh,Batjamalh,Batytyamalh,Batyamal,Bachamal,Wogait,Wagaitj,Wogati,Worgait,Worgite,Waggait,Waggite,Waggote,Waggate,Wagatsch,Waogatsch
7161;wdu;Wadjigu;Wadjigu language;;;;;;;
7162;wdy;Wadjabangayi;Wadjabangayi language;;;;;;;
7163;wea;Wewaw;Wewaw language;;;;;;;
7164;wec;Wè Western;Wè Western language;;;;;;;
7165;wed;Wedau;Wedau language;;poz-ocw;Western Oceanic;;;;Latn;
7166;weh;Weh;Weh language;;;;;;;
7167;wei;Kiunum;Kiunum language;;;;;;;
7168;wem;Weme Gbe;Weme Gbe language;;;;;;;
7169;weo;Wemale;Wemale language;;plf;Central Malayo-Polynesian;;;;;North Wemale,South Wemale
7170;wer;Weri;Weri language;;;;;;;
7171;wes;Cameroon Pidgin;Cameroon Pidgin language;;;;;;Latn;
7172;wet;Perai;Perai language;;;;;;;
7173;weu;Welaung;Welaung language;;tbq-kuk;Kukish;;;;;Rawngtu Chin,Rawngtu
7174;wew;Weyewa;Weyewa language;;plf;Central Malayo-Polynesian;;;;Latn;
7175;wfg;Yafi;Yafi language;;;;;;;
7176;wga;Wagaya;Wagaya language;;;;;;;
7177;wgb;Wagawaga;Wagawaga language;;;;;;;
7178;wgg;Wangganguru;Wangganguru language;;aus-kar;Karnic;;;;Latn;
7179;wgi;Wahgi;Wahgi language;;;;;;;
7180;wgo;Waigeo;Waigeo language;;poz-hce;Halmahera-Cenderawasih;;;;;
7181;wgu;Wirangu;Wirangu language;;aus-pam;Pama-Nyungan;;;;Latn;
7182;wgy;Warrgamay;Warrgamay language;;aus-pam;Pama-Nyungan;;;;Latn;
7183;wha;Manusela;Manusela language;;plf;Central Malayo-Polynesian;;;;;Sou Upaa
7184;whg;North Wahgi;North Wahgi language;;;;;;;
7185;whk;Wahau Kenyah;Wahau Kenyah language;;poz-swa;North Sarawakan;;;;;
7186;whu;Wahau Kayan;Wahau Kayan language;;;;;;;
7187;wib;Southern Toussian;Southern Toussian language;;;;;;;
7188;wic;Wichita;Wichita language;;cdd;Caddoan;;;;Latn;
7189;wie;Wik-Epa;Wik-Epa language;;;;;;;
7190;wif;Wik-Keyangan;Wik-Keyangan language;;;;;;;
7191;wig;Wik-Ngathana;Wik-Ngathana language;;;;;;;
7192;wih;Wik-Me'anha;Wik-Me'anha language;;;;;;;
7193;wii;Minidien;Minidien language;;qfa-tor;Torricelli;;;;Latn;
7194;wij;Wik-Iiyanh;Wik-Iiyanh language;;;;;;;
7195;wik;Wikalkan;Wikalkan language;;;;;;;
7196;wil;Wilawila;Wilawila language;;;;;;;
7197;wim;Wik-Mungkan;Wik-Mungkan language;;aus-pam;Pama-Nyungan;;;;Latn;
7198;win;Winnebago;Winnebago language;;sio;Siouan;;;;Latn;Hocak,Hochank,Hochunk
7199;wir;Wiraféd;Wiraféd language;;tup-gua;Tupi-Guarani;;;;Latn;
7200;wiu;Wiru;Wiru language;;;;;;;
7201;wiv;Muduapa;Muduapa language;;poz-ocw;Western Oceanic;;;;Latn;Vitu,Vittu,Witu
7202;wiy;Wiyot;Wiyot language;;aql;Algic;;;;Latn;
7203;wja;Waja;Waja language;;;;;;;
7204;wji;Warji;Warji language;;;;;;;
7205;wka;Kw'adza;Kw'adza language;;cus;Cushitic;;;;;
7206;wkb;Kumbaran;Kumbaran language;;dra;Dravidian;;;;;
7207;wkd;Mo;Mo language;;poz-ocw;Western Oceanic;;;;Latn;Wakde
7208;wkl;Kalanadi;Kalanadi language;;dra;Dravidian;;;;;
7209;wku;Kunduvadi;Kunduvadi language;;dra;Dravidian;;;;;
7210;wkw;Wakawaka;Wakawaka language;;;;;;;
7211;wky;Wangkayutyuru;Wangkayutyuru language;;;;;;;
7212;wla;Walio;Walio language;;;;;;;
7213;wlc;Mwali Comorian;Mwali Comorian language;;;;;;;
7214;wle;Wolane;Wolane language;;sem-eth;Ethiopian Semitic;;;;;
7215;wlg;Kunbarlang;Kunbarlang language;;aus-gun;Gunwinyguan;;;;Latn;
7216;wli;Waioli;Waioli language;;;;;;;
7217;wlk;Wailaki;Wailaki language;;ath-pco;Pacific Coast Athabaskan;;;;Latn;
7218;wll;Wali (Sudan);Wali (Sudan) language;;nub;Nubian;;;;;Wali
7219;wlm;Middle Welsh;Middle Welsh language;;cel-bry;Brythonic;;;;Latn;
7220;wlo;Wolio;Wolio language;;poz-wot;Wotu-Wolio;;;;Latn,Arab;
7221;wlr;Wailapa;Wailapa language;;poz-vnc;North-Central Vanuatu;;;;Latn;
7222;wls;Wallisian;Wallisian language;;poz-pol;Polynesian;;;;Latn;East Uvean,ʻUvean,Fakaʻuvea
7223;wlu;Wuliwuli;Wuliwuli language;;;;;;;
7224;wlv;Wichí Lhamtés Vejoz;Wichí Lhamtés Vejoz language;;sai-wic;Wichí;;;;Latn;
7225;wlw;Walak;Walak language;;;;;;;
7226;wlx;Wali (Ghana);Wali (Ghana) language;;nic-gur;Gur;;;;Latn;Wali,Waali,Walii
7227;wly;Waling;Waling language;;;;;;;
7228;wma;Mawa;Mawa language;;;;;;Latn;Mawa (Nigeria)
7229;wmb;Wambaya;Wambaya language;;;;;;;
7230;wmc;Wamas;Wamas language;;;;;;;
7231;wmd;Mamaindé;Mamaindé language;;sai-nmk;Nambikwaran;;;;Latn;Mamaindê,Mamainde
7232;wme;Wambule;Wambule language;;tbq;Tibeto-Burman;;;;Latn;
7233;wmh;Waima'a;Waima'a language;;poz;Malayo-Polynesian;;;;Latn;Waimoa
7234;wmi;Wamin;Wamin language;;;;;;;
7235;wmm;Maiwa (Indonesia);Maiwa (Indonesia) language;;poz;Malayo-Polynesian;;;;Latn;Maiwa
7236;wmn;Waamwang;Waamwang language;;poz-cln;New Caledonian;;;;Latn;
7237;wmo;Wam;Wam language;;qfa-tor;Torricelli;;;;Latn;Wom (New Guinea),Wom (Papua New Guinea),Wom
7238;wms;Wambon;Wambon language;;ngf;Trans-New Guinea;;;;Latn;
7239;wmt;Walmajarri;Walmajarri language;;aus-pam;Pama-Nyungan;;;;Latn;
7240;wmw;Mwani;Mwani language;;bnt;Bantu;;;;Latn;Kimwani
7241;wmx;Womo;Womo language;;paa-msk;Sko;;;;Latn;
7242;wnb;Wanambre;Wanambre language;;ngf;Trans-New Guinea;;;;Latn;
7243;wnc;Wantoat;Wantoat language;;ngf-fin;Finisterre;;;;Latn;
7244;wnd;Wandarang;Wandarang language;;aus-arn;Arnhem;;;;Latn;
7245;wne;Waneci;Waneci language;;ira-eas;Eastern Iranian;;;;ps-Arab;Wanetsi,Wanechi,Chalgari,Tarino
7246;wng;Wanggom;Wanggom language;;ngf;Trans-New Guinea;;;;Latn;
7247;wni;Ndzwani Comorian;Ndzwani Comorian language;;;;;;;
7248;wnk;Wanukaka;Wanukaka language;;poz;Malayo-Polynesian;;;;Latn;
7249;wnm;Wanggamala;Wanggamala language;;aus-kar;Karnic;;;;Latn;
7250;wno;Wano;Wano language;;ngf;Trans-New Guinea;;;;Latn;
7251;wnp;Wanap;Wanap language;;qfa-tor;Torricelli;;;;Latn;
7252;wnu;Usan;Usan language;;ngf;Trans-New Guinea;;;;Latn;
7253;wnw;Wintu;Wintu language;;nai-wtq;Wintuan;;;;Latn;
7254;wny;Wanyi;Wanyi language;;aus-gar;Garawan;;;;Latn;Wanji,Waanyi
7255;wo;Wolof;Wolof language;;alv-sng;Senegambian;;;;Latn,Arab;Gambian Wolof
7256;woa;Tyaraity;Tyaraity language;;;;;;;
7257;wob;Wè Northern;Wè Northern language;;;;;;;
7258;woc;Wogeo;Wogeo language;;poz-ocw;Western Oceanic;;;;Latn;
7259;wod;Wolani;Wolani language;;ngf;Trans-New Guinea;;;;Latn;
7260;woe;Woleaian;Woleaian language;;poz-mic;Micronesian;;;;Latn;
7261;wog;Wogamusin;Wogamusin language;;paa-spk;Sepik;;;;Latn;
7262;woi;Kamang;Kamang language;;ngf;Trans-New Guinea;;;;Latn;Woisika
7263;wok;Longto;Longto language;;alv;Atlantic-Congo;;;;Latn;Voko,Woko
7264;wom;Perema;Perema language;;alv;Atlantic-Congo;;;;Latn;Wom (Nigeria),Wom
7265;won;Wongo;Wongo language;;bnt;Bantu;;;;Latn;
7266;woo;Manombai;Manombai language;;poz;Malayo-Polynesian;;;;Latn;
7267;wor;Woria;Woria language;;;;;;Latn;
7268;wos;Hanga Hundi;Hanga Hundi language;;paa-spk;Sepik;;;;Latn;
7269;wow;Wawonii;Wawonii language;;poz;Malayo-Polynesian;;;;Latn;
7270;wpc;Wirö;Wirö language;;;;;;Latn;Wiru,Maco,Mako,Maku,Macu,Wotuja
7271;wra;Warapu;Warapu language;;paa-msk;Sko;;;;Latn;Barupu
7272;wrb;Warluwara;Warluwara language;;aus-pam;Pama-Nyungan;;;;Latn;
7273;wrg;Warungu;Warungu language;;aus-pam;Pama-Nyungan;;;;Latn;Warrungu,Warrongo,Warrangu,Warrango
7274;wrh;Wiradhuri;Wiradhuri language;;aus-cww;Central New South Wales;;;;Latn;
7275;wri;Wariyangga;Wariyangga language;;aus-psw;Southwest Pama-Nyungan;;;;Latn;
7276;wrk;Garawa;Garawa language;;aus-gar;Garawan;;;;Latn;Garrwa,Karawa,Karrwa,Gaarwa
7277;wrl;Warlmanpa;Warlmanpa language;;;;;;;
7278;wrm;Warumungu;Warumungu language;;;;;;;
7279;wrn;Warnang;Warnang language;;;;;;;
7280;wro;Worora;Worora language;;;;;;;Worrorra,Wororan,Worrorran
7281;wrp;Waropen;Waropen language;;poz-hce;Halmahera-Cenderawasih;;;;Latn;
7282;wrr;Wardaman;Wardaman language;;;;;;;
7283;wrs;Waris;Waris language;;;;;;;
7284;wru;Waru;Waru language;;;;;;;
7285;wrv;Waruna;Waruna language;;;;;;;
7286;wrw;Gugu Warra;Gugu Warra language;;;;;;;
7287;wrx;Wae Rana;Wae Rana language;;;;;;;
7288;wrz;Warray;Warray language;;aus-gun;Gunwinyguan;;;;;Waray
7289;wsa;Warembori;Warembori language;;;;;;;
7290;wsi;Wusi;Wusi language;;poz-vnc;North-Central Vanuatu;;;;Latn;Kerepua,Wusi-Kerepua
7291;wsk;Waskia;Waskia language;;ngf;Trans-New Guinea;;;;Latn;
7292;wsr;Owenia;Owenia language;;;;;;;
7293;wss;Wasa;Wasa language;;;;;;;
7294;wsu;Wasu;Wasu language;;;;;;;
7295;wsv;Wotapuri-Katarqalai;Wotapuri-Katarqalai language;;;;;;;
7296;wtf;Watiwa;Watiwa language;;ngf;Trans-New Guinea;;;;Latn;Dumpu
7297;wth;Wathaurong;Wathaurong language;;aus-pam;Pama-Nyungan;;;;Latn;Wathawurrung,Wathaurung,Wada wurrung,Barrabool
7298;wti;Berta;Berta language;;;;;;;
7299;wtk;Watakataui;Watakataui language;;;;;;;
7300;wtm;Mewati;Mewati language;;;;;;;
7301;wtw;Wotu;Wotu language;;;;;;;
7302;wua;Wikngenchera;Wikngenchera language;;;;;;;
7303;wub;Wunambal;Wunambal language;;;;;;;
7304;wud;Wudu;Wudu language;;alv-kwa;Kwa;;;;Latn;
7305;wuh;Wutunhua;Wutunhua language;;;;;;;
7306;wul;Silimo;Silimo language;;;;;;;
7307;wum;Wumbvu;Wumbvu language;;bnt;Bantu;;;;Latn;
7308;wun;Bungu;Bungu language;;bnt;Bantu;;;;Latn;
7309;wur;Wurrugu;Wurrugu language;;aus-wdj;Iwaidjan;;;;;Popham Bay language
7310;wut;Wutung;Wutung language;;paa-msk;Sko;;;;Latn;
7311;wuu;Wu;Wu language;;zhx;Sinitic;;;;Hani;Suzhounese,Shanghainese
7312;wuv;Wuvulu-Aua;Wuvulu-Aua language;;poz-aay;Admiralty Islands;;;;;Wuvulu
7313;wux;Wulna;Wulna language;;;;;;;
7314;wuy;Wauyai;Wauyai language;;poz-hce;Halmahera-Cenderawasih;;;;;
7315;wwa;Waama;Waama language;;nic-gur;Gur;;;;Latn;
7316;wwo;Dorig;Dorig language;;poz-vnc;North-Central Vanuatu;;;;;
7317;wwr;Warrwa;Warrwa language;;;;;;;
7318;www;Wawa;Wawa language;;nic-bod;Bantoid;;;;Latn;
7319;wxa;Waxianghua;Waxianghua language;;;;;;;
7320;wxw;Wardandi;Wardandi language;;;;;;;
7321;wya;Wyandot;Wyandot language;;iro;Iroquoian;;;;Latn;
7322;wyb;Ngiyambaa;Ngiyambaa language;;aus-cww;Central New South Wales;;;;Latn;Wangaaybuwan-Ngiyambaa,Wangaaybuwan,Wayilwan
7323;wyi;Woiwurrung;Woiwurrung language;;aus-pam;Pama-Nyungan;;;;Latn;Woiworung,Woiwurrong,Wuywurung,Wurundjeri,Warerong,Warorong,Waverong,Wavoo-rong,Wawoorong,Wawoo-rong,Wawurong,Wawurrong,Woewo-rung,Woiwurong,Woi-wurrong,Woiwurru,Woiwurung,Wooeewoorong,Wowerong,Wainworra,Wairwaioo,Warwaroo,Wurrundyirra-baluk,Wurrunjeri,Wurunjeri,Wurunjerri-baluk,Oorongie,Urunjeri,Bunurong,Bunwurrung,Boonwerung,Boonwurrung,Bunurowrung,Boonoorong,Boonerwrung,Bururong
7324;wym;Vilamovian;Vilamovian language;;gmw;West Germanic;;;;Latn;Wilamowicean,Vilamovicean,Wymysorys
7325;wyr;Wayoró;Wayoró language;;tup;Tupian;;;;;Ajurú,Ayurú,Uaiora,Wajaru,Wayurú
7326;wyy;Western Fijian;Western Fijian language;;poz-occ;Central-Eastern Oceanic;;;;;
7327;xaa;Andalusian Arabic;Andalusian Arabic language;;sem-arb;Arabic;;autodetect;;Arab;Andalusi Arabic,Moorish Arabic,Spanish Arabic
7328;xab;Sambe;Sambe language;;nic-bco;Benue-Congo;;;;Latn;
7329;xac;Kachari;Kachari language;;tbq;Tibeto-Burman;;;;;
7330;xad;Adai;Adai language;;;;;;;
7331;xae;Aequian;Aequian language;;itc;Italic;;;;;
7332;xag;Aghwan;Aghwan language;;cau-lzg;Lezghian;;;;Aghb;Caucasian Albanian,Old Udi
7333;xai;Kaimbé;Kaimbé language;;;;;;;
7334;xaj;Ararandewára;Ararandewára language;;tup-gua;Tupi-Guarani;;;;Latn;
7335;xak;Maku;Maku language;;;;;;Latn;Mako,Máku,Mácu,Macú,Macu,Máko,Maku-Auari
7336;xal;Kalmyk;Kalmyk language;;xgn;Mongolic;;;;Cyrl;Oirat,Modern Oirat
7337;xam;ǀXam;ǀXam language;;khi-tuu;Tuu;;;;Latn;ǀKham
7338;xan;Xamtanga;Xamtanga language;;cus;Cushitic;;;;;
7339;xao;Khao;Khao language;;mkh;Mon-Khmer;;;;;
7340;xap;Apalachee;Apalachee language;;nai-mus;Muskogean;;;;Latn;
7341;xaq;Aquitanian;Aquitanian language;;euq;Vasconic;;;;Latn;
7342;xar;Karami;Karami language;;;;;;;
7343;xas;Kamassian;Kamassian language;;syd;Samoyedic;;;;Cyrl;
7344;xat;Katawixi;Katawixi language;;;;;;;
7345;xau;Kauwera;Kauwera language;;;;;;;
7346;xav;Xavante;Xavante language;;sai-jee;Jê;;;;Latn;
7347;xaw;Kawaiisu;Kawaiisu language;;azc-num;Numic;;;;Latn;
7348;xay;Kayan Mahakam;Kayan Mahakam language;;;;;;;
7349;xbb;Lower Burdekin;Lower Burdekin language;;;;;;;
7350;xbc;Bactrian;Bactrian language;;ira;Iranian;;autodetect;;Grek,Mani;Greco-Bactrian,Kushan,Kushano-Bactrian
7351;xbd;Bindal;Bindal language;;;;;;;
7352;xbe;Bigambal;Bigambal language;;;;;;;
7353;xbg;Bunganditj;Bunganditj language;;;;;;;
7354;xbi;Kombio;Kombio language;;qfa-tor;Torricelli;;;;;
7355;xbj;Birrpayi;Birrpayi language;;;;;;;
7356;xbm;Middle Breton;Middle Breton language;;cel-bry;Brythonic;;;;Latn;
7357;xbn;Kenaboi;Kenaboi language;;;;;;;
7358;xbo;Bulgar;Bulgar language;;trk-ogr;Oghur;;;;Grek;Bolğar,Bulghar,Bolghar,Bolgarian,Bolgar
7359;xbp;Bibbulman;Bibbulman language;;;;;;;
7360;xbr;Kambera;Kambera language;;plf;Central Malayo-Polynesian;;;;Latn;East Sumbanese,Sumbanese
